8750 20050101 008469 000000 VICTORIA, TX
8760 20001001 010518 000000 VINELAND-MILLVILLE-BRIDGETON, NJ
8760 20011001 010501 000000 VINELAND-MILLVILLE-BRIDGETON, NJ
8760 20021001 010441 000000 VINELAND-MILLVILLE-BRIDGETON, NJ
8760 20031001 010031 000000 VINELAND-MILLVILLE-BRIDGETON, NJ
8760 20050101 010573 000000 VINELAND-MILLVILLE-BRIDGETON, NJ
8780 20001001 010412 000000 VISALIA-TULARE-PORTERVILLE, CA
8780 20011001 009551 000000 VISALIA-TULARE-PORTERVILLE, CA
8780 20021001 009628 000000 VISALIA-TULARE-PORTERVILLE, CA
8780 20031001 009429 000000 VISALIA-TULARE-PORTERVILLE, CA
8780 20050101 009975 000000 VISALIA-TULARE-PORTERVILLE, CA
8800 20001001 008076 000000 WACO, TX
8800 20011001 008314 000000 WACO, TX
8800 20021001 008129 000000 WACO, TX
8800 20031001 008073 000000 WACO, TX
8800 20050101 008146 000000 WACO, TX
8840 20001001 011055 000000 WASHINGTON, DC-MD-VA-WV
8840 20011001 010755 000000 WASHINGTON, DC-MD-VA-WV
8840 20021001 010962 000000 WASHINGTON, DC-MD-VA-WV
8840 20031001 010851 000000 WASHINGTON, DC-MD-VA-WV
8840 20050101 010971 000000 WASHINGTON, DC-MD-VA-WV
8920 20001001 008518 000000 WATERLOO-CEDAR FALLS, IA
8920 20011001 008404 000000 WATERLOO-CEDAR FALLS, IA
8920 20021001 008041 000000 WATERLOO-CEDAR FALLS, IA
8920 20031001 008069 000000 WATERLOO-CEDAR FALLS, IA
8920 20050101 008633 000000 WATERLOO-CEDAR FALLS, IA
8940 20001001 009446 000000 WAUSAU, WI
8940 20011001 009418 000000 WAUSAU, WI
8940 20021001 009696 000000 WAUSAU, WI
8940 20031001 009782 000000 WAUSAU, WI
8940 20050101 009570 000000 WAUSAU, WI
8960 20001001 010013 000000 WEST PALM BEACH-BOCA RATON, FL
8960 20011001 009682 000000 WEST PALM BEACH-BOCA RATON, FL
8960 20021001 009777 000000 WEST PALM BEACH-BOCA RATON, FL
8960 20031001 009939 000000 WEST PALM BEACH-BOCA RATON, FL
8960 20050101 010362 000000 WEST PALM BEACH-BOCA RATON, FL
9000 20001001 007644 000000 WHEELING, WV-OH
9000 20011001 007733 000000 WHEELING, WV-OH
9000 20021001 007985 000000 WHEELING, WV-OH
9000 20031001 007670 000000 WHEELING, WV-OH
9000 20050101 007449 000000 WHEELING, WV-OH
9040 20001001 009422 000000 WICHITA, KS
9040 20011001 009544 000000 WICHITA, KS
9040 20021001 009606 000000 WICHITA, KS
9040 20031001 009520 000000 WICHITA, KS
9040 20050101 009486 000000 WICHITA, KS
9080 20001001 007653 000000 WICHITA FALLS, TX
9080 20011001 007668 000000 WICHITA FALLS, TX
9080 20021001 007867 000000 WICHITA FALLS, TX
9080 20031001 008498 000000 WICHITA FALLS, TX
9080 20050101 008395 000000 WICHITA FALLS, TX
9140 20001001 008450 000000 WILLIAMSPORT, PA
9140 20011001 008392 000000 WILLIAMSPORT, PA
9140 20021001 008628 000000 WILLIAMSPORT, PA
9140 20031001 008544 000000 WILLIAMSPORT, PA
9140 20050101 008485 000000 WILLIAMSPORT, PA
9160 20001001 011275 000000 WILMINGTON-NEWARK, DE-MD
9160 20011001 011191 000000 WILMINGTON-NEWARK, DE-MD
9160 20021001 010877 000000 WILMINGTON-NEWARK, DE-MD
9160 20031001 011173 000000 WILMINGTON-NEWARK, DE-MD
9160 20050101 011121 000000 WILMINGTON-NEWARK, DE-MD
9200 20001001 009708 000000 WILMINGTON, NC
9200 20011001 009402 000000 WILMINGTON, NC
9200 20021001 009409 000000 WILMINGTON, NC
9200 20031001 009640 000000 WILMINGTON, NC
9200 20050101 009237 000000 WILMINGTON, NC
9260 20001001 010333 000000 YAKIMA, WA
9260 20011001 009907 000000 YAKIMA, WA
9260 20021001 010567 000000 YAKIMA, WA
9260 20031001 010569 000000 YAKIMA, WA
9260 20050101 010322 000000 YAKIMA, WA
9270 20001001 009720 000000 YOLO, CA
9270 20011001 010199 000000 YOLO, CA
9270 20021001 009701 000000 YOLO, CA
9270 20031001 009434 000000 YOLO, CA
9270 20050101 009378 000000 YOLO, CA
9280 20001001 009310 000000 YORK, PA
9280 20011001 009264 000000 YORK, PA
9280 20021001 009441 000000 YORK, PA
9280 20031001 009026 000000 YORK, PA
9280 20050101 009150 000000 YORK, PA
9320 20001001 009997 000000 YOUNGSTOWN-WARREN, OH
9320 20011001 009543 000000 YOUNGSTOWN-WARREN, OH
9320 20021001 009563 000000 YOUNGSTOWN-WARREN, OH
9320 20031001 009358 000000 YOUNGSTOWN-WARREN, OH
9320 20050101 009517 000000 YOUNGSTOWN-WARREN, OH
9340 20001001 010663 000000 YUBA CITY, CA
9340 20011001 010706 000000 YUBA CITY, CA
9340 20021001 010359 000000 YUBA CITY, CA
9340 20031001 010276 000000 YUBA CITY, CA
9340 20050101 010363 000000 YUBA CITY, CA
9360 20001001 009925 000000 YUMA, AZ
9360 20011001 009529 000000 YUMA, AZ
9360 20021001 008989 000000 YUMA, AZ
9360 20031001 008589 000000 YUMA, AZ
9360 20050101 008871 000000 YUMA, AZ
9901 20001001 007391 000000 ALABAMA
9901 20011001 007489 000000 ALABAMA
9901 20021001 007339 000000 ALABAMA
9901 20031001 007660 000000 ALABAMA
9901 20050101 007637 000000 ALABAMA
9902 20001001 012058 000000 ALASKA
9902 20011001 012392 000000 ALASKA
9902 20021001 011862 000000 ALASKA
9902 20031001 012293 000000 ALASKA
9902 20050101 011637 000000 ALASKA
9903 20001001 008545 000000 ARIZONA
9903 20011001 008317 000000 ARIZONA
9903 20021001 008681 000000 ARIZONA
9903 20031001 008493 000000 ARIZONA
9903 20050101 009140 000000 ARIZONA
9904 20001001 007236 000000 ARKANSAS
9904 20011001 007445 000000 ARKANSAS
9904 20021001 007489 000000 ARKANSAS
9904 20031001 007666 000000 ARKANSAS
9904 20050101 007703 000000 ARKANSAS
9905 20001001 009952 000000 CALIFORNIA
9905 20011001 009861 000000 CALIFORNIA
9905 20021001 009659 000000 CALIFORNIA
9905 20031001 009840 000000 CALIFORNIA
9905 20050101 010297 000000 CALIFORNIA
9906 20001001 008814 000000 COLORADO
9906 20011001 008968 000000 COLORADO
9906 20021001 008811 000000 COLORADO
9906 20031001 009015 000000 COLORADO
9906 20050101 009368 000000 COLORADO
9907 20001001 012414 000000 CONNECTICUT
9907 20011001 011715 000000 CONNECTICUT
9907 20021001 012077 000000 CONNECTICUT
9907 20031001 012394 000000 CONNECTICUT
9907 20050101 011917 000000 CONNECTICUT
9908 20001001 009167 000000 DELAWARE
9908 20011001 009074 000000 DELAWARE
9908 20021001 009589 000000 DELAWARE
9908 20031001 009128 000000 DELAWARE
9908 20050101 009503 000000 DELAWARE
9910 20001001 008987 000000 FLORIDA
9910 20011001 008919 000000 FLORIDA
9910 20021001 008794 000000 FLORIDA
9910 20031001 008814 000000 FLORIDA
9910 20050101 008721 000000 FLORIDA
9911 20001001 008095 000000 GEORGIA
9911 20011001 008329 000000 GEORGIA
9911 20021001 008295 000000 GEORGIA
9911 20031001 008230 000000 GEORGIA
9911 20050101 008247 000000 GEORGIA
9912 20001001 010728 000000 HAWAII
9912 20011001 011059 000000 HAWAII
9912 20021001 011112 000000 HAWAII
9912 20031001 010255 000000 HAWAII
9912 20050101 010522 000000 HAWAII
9913 20001001 008652 000000 IDAHO
9913 20011001 008678 000000 IDAHO
9913 20021001 008718 000000 IDAHO
9913 20031001 008747 000000 IDAHO
9913 20050101 008826 000000 IDAHO
9914 20001001 008048 000000 ILLINOIS
9914 20011001 008160 000000 ILLINOIS
9914 20021001 008053 000000 ILLINOIS
9914 20031001 008204 000000 ILLINOIS
9914 20050101 008340 000000 ILLINOIS
9915 20001001 008397 000000 INDIANA
9915 20011001 008602 000000 INDIANA
9915 20021001 008721 000000 INDIANA
9915 20031001 008755 000000 INDIANA
9915 20050101 008736 000000 INDIANA
9916 20001001 007927 000000 IOWA
9916 20011001 008030 000000 IOWA
9916 20021001 008147 000000 IOWA
9916 20031001 008315 000000 IOWA
9916 20050101 008550 000000 IOWA
9917 20001001 007461 000000 KANSAS
9917 20011001 007605 000000 KANSAS
9917 20021001 007812 000000 KANSAS
9917 20031001 007923 000000 KANSAS
9917 20050101 008087 000000 KANSAS
9918 20001001 008043 000000 KENTUCKY
9918 20011001 007931 000000 KENTUCKY
9918 20021001 007963 000000 KENTUCKY
9918 20031001 008079 000000 KENTUCKY
9918 20050101 007844 000000 KENTUCKY
9919 20001001 007382 000000 LOUISIANA
9919 20011001 007681 000000 LOUISIANA
9919 20021001 007596 000000 LOUISIANA
9919 20031001 007567 000000 LOUISIANA
9919 20050101 007290 000000 LOUISIANA
9920 20001001 008640 000000 MAINE
9920 20011001 008766 000000 MAINE
9920 20021001 008721 000000 MAINE
9920 20031001 008874 000000 MAINE
9920 20050101 009039 000000 MAINE
9921 20001001 008632 000000 MARYLAND
9921 20011001 008651 000000 MARYLAND
9921 20021001 008859 000000 MARYLAND
9921 20031001 008946 000000 MARYLAND
9921 20050101 009179 000000 MARYLAND
9922 20001001 011370 000000 MASSACHUSETTS
9922 20011001 011204 000000 MASSACHUSETTS
9922 20021001 011454 000000 MASSACHUSETTS
9922 20031001 011288 000000 MASSACHUSETTS
9922 20050101 010216 000000 MASSACHUSETTS
9923 20001001 008815 000000 MICHIGAN
9923 20011001 008987 000000 MICHIGAN
9923 20021001 009000 000000 MICHIGAN
9923 20031001 009000 000000 MICHIGAN
9923 20050101 008740 000000 MICHIGAN
9924 20001001 008670 000000 MINNESOTA
9924 20011001 008881 000000 MINNESOTA
9924 20021001 009035 000000 MINNESOTA
9924 20031001 009151 000000 MINNESOTA
9924 20050101 009339 000000 MINNESOTA
9925 20001001 007307 000000 MISSISSIPPI
9925 20011001 007491 000000 MISSISSIPPI
9925 20021001 007528 000000 MISSISSIPPI
9925 20031001 007680 000000 MISSISSIPPI
9925 20050101 007583 000000 MISSISSIPPI
9926 20001001 007724 000000 MISSOURI
9926 20011001 007698 000000 MISSOURI
9926 20021001 007891 000000 MISSOURI
9926 20031001 008021 000000 MISSOURI
9926 20050101 007829 000000 MISSOURI
9927 20001001 008396 000000 MONTANA
9927 20011001 008688 000000 MONTANA
9927 20021001 008655 000000 MONTANA
9927 20031001 008481 000000 MONTANA
9927 20050101 008701 000000 MONTANA
9928 20001001 008008 000000 NEBRASKA
9928 20011001 008109 000000 NEBRASKA
9928 20021001 008142 000000 NEBRASKA
9928 20031001 008204 000000 NEBRASKA
9928 20050101 009035 000000 NEBRASKA
9929 20001001 009098 000000 NEVADA
9929 20011001 009232 000000 NEVADA
9929 20021001 009727 000000 NEVADA
9929 20031001 009577 000000 NEVADA
9929 20050101 009832 000000 NEVADA
9930 20001001 009906 000000 NEW HAMPSHIRE
9930 20011001 009845 000000 NEW HAMPSHIRE
9930 20021001 009779 000000 NEW HAMPSHIRE
9930 20031001 009796 000000 NEW HAMPSHIRE
9930 20050101 009940 000000 NEW HAMPSHIRE
9932 20001001 008379 000000 NEW MEXICO
9932 20011001 008497 000000 NEW MEXICO
9932 20021001 008676 000000 NEW MEXICO
9932 20031001 008872 000000 NEW MEXICO
9932 20050101 008529 000000 NEW MEXICO
9933 20001001 008637 000000 NEW YORK
9933 20011001 008499 000000 NEW YORK
9933 20021001 008547 000000 NEW YORK
9933 20031001 008542 000000 NEW YORK
9933 20050101 008403 000000 NEW YORK
9934 20001001 008290 000000 NORTH CAROLINA
9934 20011001 008441 000000 NORTH CAROLINA
9934 20021001 008535 000000 NORTH CAROLINA
9934 20031001 008666 000000 NORTH CAROLINA
9934 20050101 008500 000000 NORTH CAROLINA
9935 20001001 007648 000000 NORTH DAKOTA
9935 20011001 007716 000000 NORTH DAKOTA
9935 20021001 007879 000000 NORTH DAKOTA
9935 20031001 007788 000000 NORTH DAKOTA
9935 20050101 007743 000000 NORTH DAKOTA
9936 20001001 008650 000000 OHIO
9936 20011001 008670 000000 OHIO
9936 20021001 008668 000000 OHIO
9936 20031001 008613 000000 OHIO
9936 20050101 008759 000000 OHIO
9937 20001001 007256 000000 OKLAHOMA
9937 20011001 007491 000000 OKLAHOMA
9937 20021001 007566 000000 OKLAHOMA
9937 20031001 007590 000000 OKLAHOMA
9937 20050101 007537 000000 OKLAHOMA
9938 20001001 009868 000000 OREGON
9938 20011001 010132 000000 OREGON
9938 20021001 010027 000000 OREGON
9938 20031001 010303 000000 OREGON
9938 20050101 010049 000000 OREGON
9939 20001001 008525 000000 PENNSYLVANIA
9939 20011001 008578 000000 PENNSYLVANIA
9939 20021001 008607 000000 PENNSYLVANIA
9939 20031001 008462 000000 PENNSYLVANIA
9939 20050101 008348 000000 PENNSYLVANIA
9940 20001001 004249 000000 PUERTO RICO
9940 20011001 004264 000000 PUERTO RICO
9940 20021001 004800 000000 PUERTO RICO
9940 20031001 004356 000000 PUERTO RICO
9940 20050101 004047 000000 PUERTO RICO
9942 20001001 008264 000000 SOUTH CAROLINA
9942 20011001 008370 000000 SOUTH CAROLINA
9942 20021001 008512 000000 SOUTH CAROLINA
9942 20031001 008607 000000 SOUTH CAROLINA
9942 20050101 008640 000000 SOUTH CAROLINA
9943 20001001 007577 000000 SOUTH DAKOTA
9943 20011001 007570 000000 SOUTH DAKOTA
9943 20021001 007861 000000 SOUTH DAKOTA
9943 20031001 007815 000000 SOUTH DAKOTA
9943 20050101 008393 000000 SOUTH DAKOTA
9944 20001001 007651 000000 TENNESSEE
9944 20011001 007838 000000 TENNESSEE
9944 20021001 007928 000000 TENNESSEE
9944 20031001 007877 000000 TENNESSEE
9944 20050101 007876 000000 TENNESSEE
9945 20001001 007471 000000 TEXAS
9945 20011001 007502 000000 TEXAS
9945 20021001 007712 000000 TEXAS
9945 20031001 007821 000000 TEXAS
9945 20050101 007910 000000 TEXAS
9946 20001001 008907 000000 UTAH
9946 20011001 009037 000000 UTAH
9946 20021001 009051 000000 UTAH
9946 20031001 009312 000000 UTAH
9946 20050101 008843 000000 UTAH
9947 20001001 009408 000000 VERMONT
9947 20011001 009274 000000 VERMONT
9947 20021001 009466 000000 VERMONT
9947 20031001 009345 000000 VERMONT
9947 20050101 009375 000000 VERMONT
9948 20001001 006306 000000 VIRGIN ISLAND
9948 20011001 006306 000000 VIRGIN ISLAND
9948 20021001 006747 000000 VIRGIN ISLAND
9948 20031001 007845 000000 VIRGIN ISLAND
9948 20050101 007456 000000 VIRGIN ISLAND
9949 20001001 007904 000000 VIRGINIA
9949 20011001 008189 000000 VIRGINIA
9949 20021001 008241 000000 VIRGINIA
9949 20031001 008504 000000 VIRGINIA
9949 20050101 008479 000000 VIRGINIA
9950 20001001 010447 000000 WASHINGTON
9950 20011001 010434 000000 WASHINGTON
9950 20021001 010209 000000 WASHINGTON
9950 20031001 010179 000000 WASHINGTON
9950 20050101 010072 000000 WASHINGTON
9951 20001001 008069 000000 WEST VIRGINIA
9951 20011001 008231 000000 WEST VIRGINIA
9951 20021001 008067 000000 WEST VIRGINIA
9951 20031001 007975 000000 WEST VIRGINIA
9951 20050101 008083 000000 WEST VIRGINIA
9952 20001001 008760 000000 WISCONSIN
9952 20011001 008880 000000 WISCONSIN
9952 20021001 009066 000000 WISCONSIN
9952 20031001 009162 000000 WISCONSIN
9952 20050101 009498 000000 WISCONSIN
9953 20001001 008860 000000 WYOMING
9953 20011001 008817 000000 WYOMING
9953 20021001 008747 000000 WYOMING
9953 20031001 009007 000000 WYOMING
9953 20050101 009182 000000 WYOMING
9965 20001001 009611 000000 GUAM
9965 20011001 009611 000000 GUAM
9965 20021001 009611 000000 GUAM
9965 20031001 009611 000000 GUAM
9965 20050101 009611 000000 GUAM
9998 19910101 019343 000000 ALASKA INDIAN
9999 19910101 014448 000000 LOWER-48 INDIAN

